uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
per/study-query-llm/experimental-results/azbench_worker_scaling_20260306_151730.csv,export,580,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\azbench_worker_scaling_20260306_151730.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/azbench_worker_scaling_20260306_194933.csv,export,538,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\azbench_worker_scaling_20260306_194933.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/azbench_worker_scaling_20260306_195133.csv,export,690,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\azbench_worker_scaling_20260306_195133.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench20leaf_20260305_124939.csv,export,1391,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench20leaf_20260305_124939.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench20leaf_20260305_163802.csv,export,711,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench20leaf_20260305_163802.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench20leaf_20260305_174617.csv,export,510,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench20leaf_20260305_174617.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench20leaf_20260305_180837.csv,export,511,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench20leaf_20260305_180837.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench20leaf_20260305_183615.csv,export,510,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench20leaf_20260305_183615.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench_20260305_041445_worker_scaling_paraphraser.csv,export,455,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench_20260305_041445_worker_scaling_paraphraser.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bench_20260305_055325_worker_scaling_paraphraser.csv,export,458,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bench_20260305_055325_worker_scaling_paraphraser.csv,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_embed_v_4_0_None_20260223_040824.pkl,export,9723888,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_embed_v_4_0_None_20260223_040824.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_embed_v_4_0_claude_opus_4_6_20260223_041559.pkl,export,9723899,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_embed_v_4_0_claude_opus_4_6_20260223_041559.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_embed_v_4_0_gpt_4o_mini_20260223_041056.pkl,export,9723895,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_embed_v_4_0_gpt_4o_mini_20260223_041056.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_embed_v_4_0_gpt_5_chat_20260223_041328.pkl,export,9723894,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_embed_v_4_0_gpt_5_chat_20260223_041328.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_large_None_20260223_042145.pkl,export,18020260,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_large_None_20260223_042145.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_large_claude_opus_4_6_20260223_043553.pkl,export,18020271,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_large_claude_opus_4_6_20260223_043553.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_large_gpt_4o_mini_20260223_042627.pkl,export,18020267,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_large_gpt_4o_mini_20260223_042627.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_large_gpt_5_chat_20260223_043110.pkl,export,18020266,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_large_gpt_5_chat_20260223_043110.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_small_None_20260223_043912.pkl,export,9725084,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_small_None_20260223_043912.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_small_claude_opus_4_6_20260223_044654.pkl,export,9725095,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_small_claude_opus_4_6_20260223_044654.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_small_gpt_4o_mini_20260223_044145.pkl,export,9725091,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_small_gpt_4o_mini_20260223_044145.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_dbpedia_text_embedding_3_small_gpt_5_chat_20260223_044420.pkl,export,9725090,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_dbpedia_text_embedding_3_small_gpt_5_chat_20260223_044420.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_embed_v_4_0_None_20260223_053700.pkl,export,9236380,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_embed_v_4_0_None_20260223_053700.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_embed_v_4_0_claude_opus_4_6_20260223_054421.pkl,export,9236391,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_embed_v_4_0_claude_opus_4_6_20260223_054421.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_embed_v_4_0_gpt_4o_mini_20260223_053926.pkl,export,9236387,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_embed_v_4_0_gpt_4o_mini_20260223_053926.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_embed_v_4_0_gpt_5_chat_20260223_054153.pkl,export,9236386,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_embed_v_4_0_gpt_5_chat_20260223_054153.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_large_None_20260223_054933.pkl,export,17155758,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_large_None_20260223_054933.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_large_claude_opus_4_6_20260223_060343.pkl,export,17155769,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_large_claude_opus_4_6_20260223_060343.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_large_gpt_4o_mini_20260223_055409.pkl,export,17155765,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_large_gpt_4o_mini_20260223_055409.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_large_gpt_5_chat_20260223_055849.pkl,export,17155764,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_large_gpt_5_chat_20260223_055849.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_small_None_20260223_060656.pkl,export,9235832,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_small_None_20260223_060656.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_small_claude_opus_4_6_20260223_061628.pkl,export,9235843,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_small_claude_opus_4_6_20260223_061628.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_small_gpt_4o_mini_20260223_060954.pkl,export,9235839,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_small_gpt_4o_mini_20260223_060954.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_estela_text_embedding_3_small_gpt_5_chat_20260223_061310.pkl,export,9235838,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_estela_text_embedding_3_small_gpt_5_chat_20260223_061310.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_embed_v_4_0_None_20260223_045012.pkl,export,9741265,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_embed_v_4_0_None_20260223_045012.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_embed_v_4_0_claude_opus_4_6_20260223_045751.pkl,export,9741276,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_embed_v_4_0_claude_opus_4_6_20260223_045751.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_embed_v_4_0_gpt_4o_mini_20260223_045244.pkl,export,9741272,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_embed_v_4_0_gpt_4o_mini_20260223_045244.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_embed_v_4_0_gpt_5_chat_20260223_045518.pkl,export,9741271,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_embed_v_4_0_gpt_5_chat_20260223_045518.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_large_None_20260223_050340.pkl,export,18035007,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_large_None_20260223_050340.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_large_claude_opus_4_6_20260223_051934.pkl,export,18035018,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_large_claude_opus_4_6_20260223_051934.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_large_gpt_4o_mini_20260223_050920.pkl,export,18035014,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_large_gpt_4o_mini_20260223_050920.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_large_gpt_5_chat_20260223_051411.pkl,export,18035013,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_large_gpt_5_chat_20260223_051411.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_small_None_20260223_052354.pkl,export,9735245,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_small_None_20260223_052354.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_small_claude_opus_4_6_20260223_053346.pkl,export,9735256,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_small_claude_opus_4_6_20260223_053346.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_small_gpt_4o_mini_20260223_052709.pkl,export,9735252,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_small_gpt_4o_mini_20260223_052709.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/bigrun_300_entry300_yahoo_answers_text_embedding_3_small_gpt_5_chat_20260223_053024.pkl,export,9735251,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\bigrun_300_entry300_yahoo_answers_text_embedding_3_small_gpt_5_chat_20260223_053024.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
per/study-query-llm/experimental-results/experimental_sweep_entry100_20newsgroups_10cat_labelmax1_None_20260215_215813.pkl,export,1059594,,,keep_forever,open,study-query-llm,per-embeddings-clustering,none,C:\Users\spenc\Cursor Repos\study-query-llm\experimental_results\experimental_sweep_entry100_20newsgroups_10cat_labelmax1_None_20260215_215813.pkl,516 pkl: <runtype>_entry<N>_<dataset>_<embedmodel>_<llm>_<ts>.pkl. IRREPLACEABLE - Postgres vector copy dropped by db/migrations/drop_embedding_vectors.py
